Tub,Tub,#,Date: Wet Weight,Initial Mass (g),Missing Limbs,1st Molt Date,1st Molt Exp Day,Date: Wet Weight,Mass 1 (g),Missing Limbs,2nd Molt Date,2nd Molt Exp Day,Date: Wet Weight,Mass 2 (g),Missing Limbs,3rd Molt Date,3rd Molt Exp Day,Date: Wet Weight,Mass 3 (g),Missing Limbs,4th Molt Date,4th Molt Exp Day,Date: Wet Weight,Mass 4 (g),Missing Limbs,5th Molt Date,5th Molt Exp Day,Date: Wet Weight,Mass 5 (g),Missing Limbs,Death Date,Death: Exp Day,Comments:
6,6,21,2012-08-01 00:00:00,0.0242,No,2012-08-08 00:00:00,4,2012-08-15 00:00:00,0.0456,No,,,,,,,,,,,,,,,,,,,,,2012-09-03 00:00:00,30,Died while molting-WLL
6,6,22,2012-08-01 00:00:00,0.017,No,2012-08-18 00:00:00,14,2012-08-25 00:00:00,0.0221,No,,,,,,,,,,,,,,,,,,,,,2012-10-02 00:00:00,59,10/1/12 (Day 58)- Crab attempting to molt. 10/2/12- Died while attempting to molt.
6,6,23,2012-08-01 00:00:00,0.0216,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0364,No,2012-09-05 00:00:00,32,2012-09-12 00:00:00,0.0382,No,,,,,,,,,,,,,,,,2012-10-26 00:00:00,83,10/23/12 (Day 67)-10/25/12 (82) Crab attempting to molt. 10/16/12 (Day 73)-10/19/12 (Day 76)- Crab ABD.
6,6,24,2012-08-01 00:00:00,0.016,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0222,No,,,,,,,,,,,,,,,,,,,,,2012-09-23 00:00:00,50,
6,6,25,2012-08-01 00:00:00,0.0265,No,2012-08-07 00:00:00,3,2012-08-14 00:00:00,0.0459,No,2012-09-03 00:00:00,30,2012-09-10 00:00:00,0.0576,No,2012-10-17 00:00:00,74,2012-10-24 00:00:00,0.0505,No,2012-12-19 00:00:00,137,,,,,,,,,2012-12-25 00:00:00,143,
6,6,26,2012-08-01 00:00:00,0.021,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0265,No,,,,,,,,,,,,,,,,,,,,,2012-09-19 00:00:00,46,
6,6,27,2012-08-01 00:00:00,0.0202,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0385,No,2012-08-28 00:00:00,24,2012-09-04 00:00:00,0.0572,No,2012-10-03 00:00:00,61,2012-10-10 00:00:00,0.0442,"MR4, ML4",,,,,,,,,,,2012-11-22 00:00:00,110,11/22/12: Crab died while molting.
6,6,28,2012-08-01 00:00:00,0.0085,No,2012-08-05 00:00:00,1,2012-08-12 00:00:00,0.0101,No,2012-08-27 00:00:00,23,2012-09-03 00:00:00,0.0124,No,,,,,,,,,,,,,,,,2012-10-09 00:00:00,66,"10/8/12 (Day 65) crab ABD. 10/9/12- Crab missing from insert; however, considering that on 10/8 it was ABD it is very likely that he would have been dead today, 10/9."
6,6,29,2012-08-01 00:00:00,0.0216,No,2012-08-10 00:00:00,6,2012-08-17 00:00:00,0.0352,No,2012-09-04 00:00:00,31,2012-09-11 00:00:00,0.0393,No,,,,,,,,,,,,,,,,2012-10-19 00:00:00,76,10/15/12 (Day 15)- Crab attempting to molt. 10/16/12 (Day 16)-10/18/12 (Day 75)- Crab still attempting to molt but ABD. 10/19/12- Died while attempting to molt.
6,6,30,2012-08-01 00:00:00,0.019,No,2012-08-12 00:00:00,8,2012-08-19 00:00:00,0.0269,No,2012-09-09 00:00:00,36,2012-09-16 00:00:00,0.0286,No,,,,,,,,,,,,,,,,2012-09-30 00:00:00,57,
