Tub,Tub,#,Date: Wet Weight,Initial Mass (g),Missing Limbs,1st Molt Date,1st Molt Exp Day,Date: Wet Weight,Mass 1 (g),Missing Limbs,2nd Molt Date,2nd Molt Exp Day,Date: Wet Weight,Mass 2 (g),Missing Limbs,3rd Molt Date,3rd Molt Exp Day,Date: Wet Weight,Mass 3 (g),Missing Limbs,4th Molt Date,4th Molt Exp Day,Date: Wet Weight,Mass 4 (g),Missing Limbs,5th Molt Date,5th Molt Exp Day,Date: Wet Weight,Mass 5 (g),Missing Limbs,Death Date,Death: Exp Day,Comments:
3,3,21,2012-08-01 00:00:00,0.0202,No,2012-08-11 00:00:00,7,2012-08-18 00:00:00,0.0342,No,2012-09-09 00:00:00,36,2012-09-16 00:00:00,0.038,No,2012-10-27 00:00:00,84,2012-11-03 00:00:00,0.0317,MR1,,,,,,,,,,,,,
3,3,22,2012-08-01 00:00:00,0.0202,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0351,No,2012-09-08 00:00:00,35,2012-09-15 00:00:00,0.04,No,,,,,,,,,,,,,,,,2012-11-05 00:00:00,93,
3,3,23,2012-08-01 00:00:00,0.0179,No,2012-08-22 00:00:00,18,2012-08-29 00:00:00,0.0304,No,2012-09-26 00:00:00,53,2012-10-03 00:00:00,0.0311,No,2012-12-01 00:00:00,119,2012-12-08 00:00:00,0.0279,"ML1, ML2",2013-01-27 00:00:00,176,2013-02-03 00:00:00,0.0332,"RL1, Piece of old molt stuck on R4",,,,,,,,11/29/12-11/30/12: Crab Molting-LJH
3,3,24,2012-08-01 00:00:00,0.0224,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0386,No,2012-09-06 00:00:00,33,2012-09-13 00:00:00,0.0485,No,2012-10-25 00:00:00,82,2012-11-01 00:00:00,0.0405,No,,,,,,,,,,,2012-11-02 00:00:00,90,
3,3,25,2012-08-01 00:00:00,0.0166,No,2012-08-28 00:00:00,24,2012-09-04 00:00:00,0.0218,No,2012-09-30 00:00:00,57,2012-10-07 00:00:00,0.016,"MR1, ML1, RR4",,,,,,,,,,,,,,,,2012-12-24 00:00:00,142,12/21/12-12/23/12: Crab molting. 12/24/12: Crab died while attempting to molt.
3,3,26,2012-08-01 00:00:00,0.0174,No,2012-08-20 00:00:00,16,2012-08-27 00:00:00,0.031,No,,,,,,,,,,,,,,,,,,,,,2012-10-01 00:00:00,58,
3,3,27,2012-08-01 00:00:00,0.0176,No,2012-08-26 00:00:00,22,2012-09-02 00:00:00,0.0214,No,,,,,,,,,,,,,,,,,,,,,2012-10-07 00:00:00,64,"10/6/12 (Day 63)-Crab attempting to molt, looks to be ABD. 10/7/12- Died while attempting to molt."
3,3,28,2012-08-01 00:00:00,0.0166,MR4,2012-08-17 00:00:00,13,2012-08-24 00:00:00,0.0272,RR2,2012-09-18 00:00:00,45,2012-09-25 00:00:00,0.028,No,2012-11-28 00:00:00,116,2012-12-05 00:00:00,0.0205,No,,,,,,,,,,,2012-12-06 00:00:00,124,
3,3,29,2012-08-01 00:00:00,0.0147,No,2012-08-27 00:00:00,23,2012-09-03 00:00:00,0.0184,No,,,,,,,,,,,,,,,,,,,,,2012-10-03 00:00:00,60,
3,3,30,2012-08-01 00:00:00,0.0135,No,2012-08-25 00:00:00,21,2012-09-01 00:00:00,0.0178,No,2012-10-02 00:00:00,59,2012-10-09 00:00:00,0.0148,No,2012-12-13 00:00:00,131,,,,,,,,,,,,,,2012-12-17 00:00:00,135,12/6/12-12/8/12: Crab ABD. 12/9/12-12/12/12: Crab molting. 12/13/12: Crab ABD.-LJH 12/15/12-12/16/12: Crab ABD. 
4,4,1,2012-08-01 00:00:00,0.0217,No,2012-08-15 00:00:00,11,2012-08-22 00:00:00,0.0334,No,2012-09-20 00:00:00,47,2012-09-27 00:00:00,0.0297,MR1,2012-11-11 00:00:00,99,2012-11-18 00:00:00,0.0313,RR1,,,,,,,,,,,,,
4,4,2,2012-08-01 00:00:00,0.0166,No,2012-08-21 00:00:00,17,2012-08-28 00:00:00,0.03,No,2012-10-03 00:00:00,60,2012-10-10 00:00:00,0.0182,ML1,,,,,,,,,,,,,,,,2012-10-11 00:00:00,68,
4,4,3,2012-08-01 00:00:00,0.0117,No,2012-08-28 00:00:00,24,2012-09-04 00:00:00,0.0221,No,,,,,,,,,,,,,,,,,,,,,2012-10-22 00:00:00,79,10/21/12 (Day 78)- Crab attempting to molt. 10/22/12- Died while attempting to molt.
4,4,4,2012-08-01 00:00:00,0.0205,No,2012-08-11 00:00:00,7,2012-08-18 00:00:00,0.0362,No,2012-09-14 00:00:00,41,2012-09-21 00:00:00,0.0467,No,2012-11-23 00:00:00,111,2012-11-30 00:00:00,0.0378,Deformed R2; legs from molt still on.,,,,,,,,,,,,,11/22/12: Crab molting. 
4,4,5,2012-08-01 00:00:00,0.024,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0426,No,2012-09-16 00:00:00,43,2012-09-23 00:00:00,0.0504,No,,,,,,,,,,,,,,,,2012-12-03 00:00:00,121,11/22/12: Crab molting. 11/24/12: Crab ABD. 11/25/12-12/2/12: Crab molting; 11/29/12-12/1/12: ABD-LJH
4,4,6,2012-08-01 00:00:00,0.0175,No,2012-08-11 00:00:00,7,2012-08-18 00:00:00,0.0322,No,2012-09-13 00:00:00,40,2012-09-20 00:00:00,0.0328,No,2012-11-17 00:00:00,105,2012-11-24 00:00:00,0.0359,No,2013-01-27 00:00:00,176,2013-02-03 00:00:00,0.0615,No,,,,,,,,
4,4,7,2012-08-01 00:00:00,0.0213,No,2012-08-22 00:00:00,18,2012-08-29 00:00:00,0.0314,No,2012-10-11 00:00:00,68,2012-10-18 00:00:00,0.0301,No,2013-01-26 00:00:00,175,2013-02-02 00:00:00,0.0567,No,,,,,,,,,,,,,
4,4,8,2012-08-01 00:00:00,0.0258,No,2012-08-07 00:00:00,3,2012-08-14 00:00:00,0.0486,No,2012-09-07 00:00:00,34,2012-09-14 00:00:00,0.0573,No,2012-11-11 00:00:00,99,2012-11-18 00:00:00,0.0532,No,,,,,,,,,,,,,
4,4,9,2012-08-01 00:00:00,0.0239,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0395,No,2012-09-25 00:00:00,52,2012-10-02 00:00:00,0.0353,No,,,,,,,,,,,,,,,,2012-10-04 00:00:00,61,
4,4,10,2012-08-01 00:00:00,0.0166,No,2012-08-18 00:00:00,14,2012-08-25 00:00:00,0.0268,No,2012-09-29 00:00:00,56,2012-10-06 00:00:00,0.0308,No,,,,,,,,,,,,,,,,2012-10-24 00:00:00,81,"10/21/12- I think this one molted recently & claw got stuck, legs deformed. I made a note for a crab on a wet weight sheet, but don't see it to tell if that was the crab.- K.S. 10/22/12 (Day 79)-??- crab ABD."
4,4,11,2012-08-01 00:00:00,0.0163,No,2012-08-21 00:00:00,17,2012-08-28 00:00:00,0.0276,No,2012-10-07 00:00:00,64,2012-10-14 00:00:00,0.0196,"MR1, ML4",,,,,,,,,,,,,,,,2012-10-15 00:00:00,72,
4,4,12,2012-08-01 00:00:00,0.0186,No,2012-08-20 00:00:00,16,2012-08-27 00:00:00,0.0352,No,,,,,,,,,,,,,,,,,,,,,2012-10-18 00:00:00,75,
4,4,13,2012-08-01 00:00:00,0.0158,No,2012-08-26 00:00:00,22,2012-09-02 00:00:00,0.0222,No,,,,,,,,,,,,,,,,,,,,,2012-10-18 00:00:00,75,
4,4,14,2012-08-01 00:00:00,0.0161,No,2012-08-17 00:00:00,13,2012-08-24 00:00:00,0.0256,No,2012-09-28 00:00:00,55,2012-10-05 00:00:00,0.0245,No,,,,,,,,,,,,,,,,2012-10-14 00:00:00,71,
4,4,15,2012-08-01 00:00:00,0.0189,No,2012-08-18 00:00:00,14,2012-08-25 00:00:00,0.0346,No,2012-09-25 00:00:00,52,2012-10-02 00:00:00,0.0302,ML1,2012-12-04 00:00:00,122,2012-12-11 00:00:00,0.0315,RL1,,,,,,,,,,,,,
4,4,16,2012-08-01 00:00:00,0.0149,No,2012-08-30 00:00:00,26,2012-09-06 00:00:00,0.023,No,2012-10-17 00:00:00,74,2012-10-24 00:00:00,0.0185,No,,,,,,,,,,,,,,,,2012-10-27 00:00:00,84,
4,4,17,2012-08-01 00:00:00,0.0226,No,2012-08-24 00:00:00,20,2012-08-31 00:00:00,0.0345,No,2012-10-22 00:00:00,79,2012-10-29 00:00:00,0.022,"MR1, MR2, MR3",,,,,,,,,,,,,,,,2012-11-04 00:00:00,92,11/3/12: Crab ABD.
4,4,18,2012-08-01 00:00:00,0.0175,No,2012-08-20 00:00:00,16,2012-08-27 00:00:00,0.0285,No,2012-10-09 00:00:00,66,2012-10-16 00:00:00,0.0242,MR1,2013-01-26 00:00:00,175,2013-02-02 00:00:00,0.033,"MR3, RR1",,,,,,,,,,,,,
4,4,19,2012-08-01 00:00:00,0.0207,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0345,No,2012-09-11 00:00:00,38,2012-09-18 00:00:00,0.0393,No,2012-12-07 00:00:00,125,2012-12-14 00:00:00,0.0367,MR2,,,,,,,,,,,,,
4,4,20,2012-08-01 00:00:00,0.0163,RL2,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0239,RL2,2012-09-28 00:00:00,55,2012-10-05 00:00:00,0.0231,No,,,,,,,,,,,,,,,,2012-10-07 00:00:00,63,
4,4,21,2012-08-01 00:00:00,0.0135,No,2012-08-28 00:00:00,24,2012-09-04 00:00:00,0.0224,No,2012-10-19 00:00:00,76,2012-10-26 00:00:00,0.0172,No,,,,,,,,,,,,,,,,2012-10-27 00:00:00,84,
4,4,22,2012-08-01 00:00:00,0.0162,No,2012-08-29 00:00:00,25,2012-09-05 00:00:00,0.0219,No,2012-10-22 00:00:00,79,2012-10-29 00:00:00,0.0192,1 Leg stuck in old shell,,,,,,,,,,,,,,,,2012-11-06 00:00:00,94,
4,4,23,2012-08-01 00:00:00,0.0215,No,2012-08-21 00:00:00,17,2012-08-28 00:00:00,0.0361,No,2012-10-07 00:00:00,64,2012-10-14 00:00:00,0.0302,MR2,,,,,,,,,,,,,,,,2012-10-15 00:00:00,72,
4,4,24,2012-08-01 00:00:00,0.0193,No,2012-08-23 00:00:00,19,2012-08-30 00:00:00,0.0276,No,,,,,,,,,,,,,,,,,,,,,2012-10-11 00:00:00,68,
4,4,25,2012-08-01 00:00:00,0.0173,No,2012-08-17 00:00:00,13,2012-08-24 00:00:00,0.0252,No,2012-09-26 00:00:00,53,2012-10-03 00:00:00,0.0274,No,,,,,,,,,,,,,,,,2012-10-04 00:00:00,61,
4,4,26,2012-08-01 00:00:00,0.0197,No,2012-08-22 00:00:00,18,2012-08-29 00:00:00,0.0273,No,2012-10-06 00:00:00,63,2012-10-13 00:00:00,0.0291,No,,,,,,,,,,,,,,,,2013-01-19 00:00:00,168,
4,4,27,2012-08-01 00:00:00,0.0239,No,2012-08-10 00:00:00,6,2012-08-17 00:00:00,0.0442,No,2012-09-13 00:00:00,40,2012-09-20 00:00:00,0.0546,No,2012-11-18 00:00:00,106,2012-11-25 00:00:00,0.0423,"MR1, MR2",,,,,,,,,,,2013-01-07 00:00:00,156,1/5/13-1/6/13: Crab ABD.
4,4,28,2012-08-01 00:00:00,0.0182,No,2012-08-15 00:00:00,11,2012-08-22 00:00:00,0.0302,No,2012-09-29 00:00:00,56,2012-10-06 00:00:00,0.0271,No,,,,,,,,,,,,,,,,2012-10-22 00:00:00,79,9/23/12 (Day 50)-9/28/12 (Day 55)-Attempting to molt; 9/29/12 (Day 56)- crab succesfully molted. 10/21/12 (Day 78)- crab ABD. 10/22/12- crab died.
4,4,29,2012-08-01 00:00:00,0.025,No,2012-08-08 00:00:00,4,2012-08-15 00:00:00,0.0455,No,2012-09-13 00:00:00,40,2012-09-20 00:00:00,0.057,No,,,,,,,,,,,,,,,,2012-11-06 00:00:00,94,
4,4,30,2012-08-01 00:00:00,0.017,No,2012-08-27 00:00:00,23,2012-09-03 00:00:00,0.0233,No,2012-11-13 00:00:00,101,2012-11-20 00:00:00,0.0198,No,,,,,,,,,,,,,,,,2012-11-23 00:00:00,111,11/22/12: Crab ABD.
5,5,1,2012-08-01 00:00:00,0.0187,No,2012-08-10 00:00:00,6,2012-08-17 00:00:00,0.0323,No,2012-09-02 00:00:00,29,2012-09-09 00:00:00,0.0466,No,2012-10-09 00:00:00,66,2012-10-16 00:00:00,0.0455,No,2012-12-28 00:00:00,146,2013-01-04 00:00:00,0.0543,No,,,,,,,,"Molt crumbled when picked up, may not be useable for pictures"
5,5,2,2012-08-01 00:00:00,0.0242,No,2012-08-06 00:00:00,2,2012-08-13 00:00:00,0.041,No,2012-09-05 00:00:00,32,2012-09-12 00:00:00,0.0513,No,,,,,,,,,,,,,,,,2012-10-24 00:00:00,81,
5,5,3,2012-08-01 00:00:00,0.0195,No,2012-08-22 00:00:00,18,2012-08-29 00:00:00,0.0254,No,2012-10-04 00:00:00,61,2012-10-11 00:00:00,0.026,No,2012-12-22 00:00:00,140,2012-12-29 00:00:00,0.0301,No,,,,,,,,,,,,,
5,5,4,2012-08-01 00:00:00,0.0186,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.03,No,2012-09-16 00:00:00,43,2012-09-23 00:00:00,0.0313,No,,,,,,,,,,,,,,,,2012-11-16 00:00:00,104,11/13/12-11/14/12: Crab molting; 11/15/12: Crab ABD.
5,5,5,2012-08-01 00:00:00,0.016,No,2012-08-18 00:00:00,14,2012-08-25 00:00:00,0.0223,No,2012-09-25 00:00:00,52,2012-10-02 00:00:00,0.0167,No,,,,,,,,,,,,,,,,2012-10-03 00:00:00,60,
5,5,6,2012-08-01 00:00:00,0.0188,No,2012-08-11 00:00:00,7,2012-08-18 00:00:00,0.0293,No,2012-09-11 00:00:00,38,2012-09-18 00:00:00,0.0343,No,2012-10-27 00:00:00,84,2012-11-03 00:00:00,0.0333,No,2013-01-26 00:00:00,175,2013-02-02 00:00:00,0.03,MR1,,,,,,,,1/25/13: Crab molting
5,5,7,2012-08-01 00:00:00,0.0268,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0468,No,2012-09-10 00:00:00,37,2012-09-17 00:00:00,0.0476,No,,,,,,,,,,,,,,,,2012-11-13 00:00:00,101,11/11/12-11/12/13: Crab molting and ABD. 11/14/12: Crab died while molting.
5,5,8,2012-08-01 00:00:00,0.0168,No,2012-08-25 00:00:00,21,2012-09-01 00:00:00,0.0214,No,2012-10-03 00:00:00,60,2012-10-10 00:00:00,0.0158,No,,,,,,,,,,,,,,,,2012-10-11 00:00:00,68,Day 48- During fixing of tub 5 5-8 was overturned and was recovered from floor-LJH
5,5,9,2012-08-01 00:00:00,0.0268,No,2012-08-06 00:00:00,2,2012-08-13 00:00:00,0.0512,No,2012-09-07 00:00:00,34,2012-09-14 00:00:00,0.0604,No,2012-12-04 00:00:00,122,2012-12-11 00:00:00,0.0603,No,,,,,,,,,,,,,
5,5,10,2012-08-01 00:00:00,0.0176,No,2012-08-18 00:00:00,14,2012-08-25 00:00:00,0.0242,No,2012-09-24 00:00:00,51,2012-10-23 00:00:00,0.0248,No,,,,,,,,,,,,,,,,2012-10-28 00:00:00,85,10/1/2012: Date not circled on molt sheet; no wet weight recorded.
5,5,11,2012-08-01 00:00:00,0.0194,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0295,No,2012-10-02 00:00:00,59,2012-10-09 00:00:00,0.0292,No,2012-12-10 00:00:00,128,2012-12-17 00:00:00,0.0272,No,,,,,,,,,,,2012-12-23 00:00:00,141,12/22/12: Crab ABD.
5,5,12,2012-08-01 00:00:00,0.0113,No,2012-08-04 00:00:00,-1,2012-08-11 00:00:00,0.0137,No,2012-08-26 00:00:00,22,2012-09-02 00:00:00,0.0197,No,2012-10-07 00:00:00,64,2012-10-14 00:00:00,0.0212,"RR2, ML1; old claw stuck on new.",,,,,,,,,,,2012-10-21 00:00:00,78," 10/1/12 (Day 58)-10/4/12 (Day 61)-Attempting to molt. 10/7/12- 5-12 Top carapace off some crab legs stuck, old molt lost a lot of legs.- K.S. 10/14/12- Old claw stuck on new one, crab having hard time moving; many of the limbs deformed. Hard to tell what is missing, regenerating and deformed.-K.S. 10/17/12 (Day 74)-10/20/12 (Day 77)- Crab ABD until died on 10/21/12."
5,5,13,2012-08-01 00:00:00,0.0122,No,2012-08-22 00:00:00,18,2012-08-29 00:00:00,0.0165,No,2012-09-30 00:00:00,57,2012-10-07 00:00:00,0.0169,No,,,,,,,,,,,,,,,,2012-10-29 00:00:00,86,10/27/12 (84)-10/28/12 (85): Crab ABD.
5,5,14,2012-08-01 00:00:00,0.0137,No,2012-08-25 00:00:00,21,2012-09-01 00:00:00,0.0214,No,2012-10-08 00:00:00,65,,,,,,,,,,,,,,,,,,,2012-10-11 00:00:00,68,"10/7/12 (Day 64)-Attempting to molt; successfully molted on 10/8/12. 10/8/12- 5-14 looks like claw stuck in molt; molt damaged & no measurements could be collected. So, threw molt away.-K.S"
5,5,15,2012-08-01 00:00:00,0.0207,No,2012-08-13 00:00:00,9,2012-08-20 00:00:00,0.0354,RL4,2012-09-11 00:00:00,38,2012-09-18 00:00:00,0.0427,No,2012-10-23 00:00:00,80,2012-10-30 00:00:00,0.0464,No,2012-12-25 00:00:00,143,2013-01-01 00:00:00,0.0545,MR1,,,,,,,,
5,5,16,2012-08-01 00:00:00,0.0136,No,2012-08-24 00:00:00,20,2012-08-31 00:00:00,0.0188,No,,,,,,,,,,,,,,,,,,,,,2012-10-01 00:00:00,58,9/30/12 (Day 57)- Attempting to molt. 10/1/12- Died while attempting to molt.
5,5,17,2012-08-01 00:00:00,0.019,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0293,No,2012-09-23 00:00:00,50,2012-09-30 00:00:00,0.0316,No,,,,,,,,,,,,,,,,2012-12-07 00:00:00,125,12/5/12-12/6/12: Crab ABD-LJH
5,5,18,2012-08-01 00:00:00,0.0103,No,2012-08-26 00:00:00,22,2012-09-02 00:00:00,0.0193,No,,,,,,,,,,,,,,,,,,,,,2012-10-09 00:00:00,66,
5,5,19,2012-08-01 00:00:00,0.0179,No,2012-08-18 00:00:00,14,2012-08-25 00:00:00,0.0255,No,2012-09-24 00:00:00,51,2012-10-23 00:00:00,0.0285,No,,,,,,,,,,,,,,,,2012-11-25 00:00:00,113,10/1/2012: Date not circled on molt sheet; no wet weight recorded. 11/20/12: Crab ABD. 11/22/12: Crab molting. 11/23/12-11/24/12: Crab ABD and molting. 11/25/12: Crab died while molting.
5,5,20,2012-08-01 00:00:00,0.0153,No,2012-08-20 00:00:00,16,2012-08-27 00:00:00,0.0215,No,2012-09-26 00:00:00,53,2012-10-03 00:00:00,0.0152,No,,,,,,,,,,,,,,,,2012-10-04 00:00:00,61,
5,5,21,2012-08-01 00:00:00,0.0188,No,2012-08-13 00:00:00,8,2012-08-20 00:00:00,0.0294,No,2012-09-15 00:00:00,42,2012-09-22 00:00:00,0.0321,No,2012-12-12 00:00:00,130,2012-12-19 00:00:00,0.0304,No,,,,,,,,,,,,,
5,5,22,2012-08-01 00:00:00,0.0198,No,2012-08-21 00:00:00,17,2012-08-28 00:00:00,0.0329,No,2012-10-01 00:00:00,58,2012-10-08 00:00:00,0.03,No,2012-12-12 00:00:00,130,2012-12-19 00:00:00,0.0293,No,,,,,,,,,,,,,
5,5,23,2012-08-01 00:00:00,0.0184,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0305,No,2012-09-22 00:00:00,49,2012-09-29 00:00:00,0.0297,No,,,,,,,,,,,,,,,,2012-10-04 00:00:00,61,
5,5,24,2012-08-01 00:00:00,0.0147,RR3,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0195,No,2012-09-21 00:00:00,48,2012-09-28 00:00:00,0.0165,MR1,2012-12-14 00:00:00,132,2012-12-21 00:00:00,0.0186,RR1,,,,,,,,,,,,,
5,5,25,2012-08-01 00:00:00,0.0216,No,2012-08-22 00:00:00,18,2012-08-29 00:00:00,0.0308,No,2012-10-01 00:00:00,58,2012-10-08 00:00:00,0.0308,No,2013-01-03 00:00:00,152,2013-01-10 00:00:00,0.031,No,,,,,,,,,,,,,
5,5,26,2012-08-01 00:00:00,0.0196,No,2012-08-11 00:00:00,7,2012-08-18 00:00:00,0.0298,No,2012-09-12 00:00:00,39,2012-09-19 00:00:00,0.0343,No,2012-11-06 00:00:00,94,2012-11-13 00:00:00,0.0328,No,2013-01-14 00:00:00,163,2013-01-21 00:00:00,0.0463,No,,,,,,,,
5,5,27,2012-08-01 00:00:00,0.0202,No,2012-08-22 00:00:00,18,2012-08-29 00:00:00,0.0314,No,2012-09-27 00:00:00,54,2012-10-04 00:00:00,0.0334,No,2012-11-16 00:00:00,104,2012-11-24 00:00:00,0.0347,No,2013-01-28 00:00:00,177,2013-02-04 00:00:00,0.046,No,,,,,,,,11/23/12: Crab was supposed to be weighed on 11/23 but was actually weighed on 11/24
5,5,28,2012-08-01 00:00:00,0.0176,No,2012-08-19 00:00:00,15,2012-08-26 00:00:00,0.0327,No,2012-09-28 00:00:00,55,2012-10-23 00:00:00,0.0252,MR1,,,,,,,,,,,,,,,,2012-10-26 00:00:00,83,10/5/2012: Date not circled on molt sheet; Weight recorded on 10/23/12.
5,5,29,2012-08-01 00:00:00,0.0158,RL3,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0252,No,2012-09-25 00:00:00,52,2012-10-02 00:00:00,0.0284,No,2012-12-16 00:00:00,134,2012-12-23 00:00:00,0.0259,No,,,,,,,,,,,,,
5,5,30,2012-08-01 00:00:00,0.02,No,2012-08-09 00:00:00,5,2012-08-16 00:00:00,0.0337,No,2012-09-08 00:00:00,35,2012-09-15 00:00:00,0.0408,No,2012-10-15 00:00:00,73,2012-10-23 00:00:00,0.0394,No,2012-12-29 00:00:00,147,2013-01-05 00:00:00,0.0362,No,,,,,,2013-01-09 00:00:00,158,10/23/12- Crab supposed to be weighed on 10/22; was actually weighed on 10/23. 1/8/13: Crab listed as ABD.-LJH
6,6,1,2012-08-01 00:00:00,0.0228,No,2012-08-10 00:00:00,6,2012-08-17 00:00:00,0.0345,No,2012-09-06 00:00:00,33,2012-09-13 00:00:00,0.0386,No,,,,,,,,,,,,,,,,2012-10-23 00:00:00,80,10/22/12 (Day 79)- Crab molting & ABD. 10/23/12- crab died while attempting to molt.
6,6,2,2012-08-01 00:00:00,0.0199,No,2012-08-14 00:00:00,10,2012-08-21 00:00:00,0.0302,No,2012-09-11 00:00:00,38,2012-09-18 00:00:00,0.0304,No,,,,,,,,,,,,,,,,2012-11-04 00:00:00,92,11/2/12 (90)-11/3/12(91): Crab ABD
6,6,3,2012-08-01 00:00:00,0.024,No,2012-08-08 00:00:00,4,2012-08-15 00:00:00,0.04,No,2012-09-10 00:00:00,37,2012-09-17 00:00:00,0.0366,No,2012-10-31 00:00:00,88,2012-11-07 00:00:00,0.033,No,,,,,,,,,,,2012-11-29 00:00:00,117,
6,6,4,2012-08-01 00:00:00,0.0162,No,2012-08-08 00:00:00,4,2012-08-15 00:00:00,0.0269,No,2012-09-02 00:00:00,29,2012-09-09 00:00:00,0.0289,No,,,,,,,,,,,,,,,,2012-11-19 00:00:00,107,
6,6,5,2012-08-01 00:00:00,0.0158,No,2012-08-14 00:00:00,10,2012-08-21 00:00:00,0.0234,No,2012-09-12 00:00:00,39,2012-09-19 00:00:00,0.0175,No,,,,,,,,,,,,,,,,2012-10-16 00:00:00,73,
6,6,6,2012-08-01 00:00:00,0.0182,No,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-04 00:00:00,61,
6,6,7,2012-08-01 00:00:00,0.0167,No,2012-08-20 00:00:00,16,2012-08-27 00:00:00,0.029,No,,,,,,,,,,,,,,,,,,,,,2012-09-22 00:00:00,49,
6,6,8,2012-08-01 00:00:00,0.018,No,2012-08-10 00:00:00,6,2012-08-17 00:00:00,0.0261,No,2012-09-09 00:00:00,36,2012-09-16 00:00:00,0.0297,No,,,,,,,,,,,,,,,,2012-12-08 00:00:00,126,"The carapace was already broken away from the legs of the crab when molt was found- it looks to be in good condition, however.-JM; Molt was recorded on day 44 (9/17/12) but crab did not gain weight-LJH. 12/3/12: Crab Molting. 12/4/12: Crab molting and ABD-LJH. 12/5/12: Crab ABD-LJH"
6,6,9,2012-08-01 00:00:00,0.0141,No,2012-08-15 00:00:00,11,2012-08-22 00:00:00,0.0224,No,,,,,,,,,,,,,,,,,,,,,2012-10-05 00:00:00,62,
6,6,10,2012-08-01 00:00:00,0.0232,No,2012-08-07 00:00:00,3,2012-08-14 00:00:00,0.0411,No,2012-09-03 00:00:00,30,2012-09-10 00:00:00,0.0425,No,,,,,,,,,,,,,,,,2012-10-22 00:00:00,79,
6,6,11,2012-08-01 00:00:00,0.0156,No,2012-08-20 00:00:00,16,2012-08-27 00:00:00,0.0235,No,,,,,,,,,,,,,,,,,,,,,,,10/11/12- Crab went missing from experiment on this day. REMOVE FROM EXPERIMENT!
6,6,12,2012-08-01 00:00:00,0.0242,No,2012-08-10 00:00:00,6,2012-08-17 00:00:00,0.0379,No,2012-09-05 00:00:00,32,2012-09-12 00:00:00,0.0407,No,,,,,,,,,,,,,,,,2012-10-19 00:00:00,76,
6,6,13,2012-08-01 00:00:00,0.0192,No,2012-08-20 00:00:00,16,2012-08-27 00:00:00,0.027,No,2012-09-25 00:00:00,52,2012-10-02 00:00:00,0.0182,"MR1, ML3",,,,,,,,,,,,,,,,2012-11-05 00:00:00,93,
6,6,14,2012-08-01 00:00:00,0.0161,No,2012-08-14 00:00:00,10,2012-08-21 00:00:00,0.0256,No,2012-09-14 00:00:00,41,2012-09-21 00:00:00,0.0198,No,,,,,,,,,,,,,,,,2012-10-24 00:00:00,,
6,6,15,2012-08-01 00:00:00,0.022,No,2012-08-17 00:00:00,13,2012-08-24 00:00:00,0.0281,No,2012-09-18 00:00:00,45,2012-09-25 00:00:00,0.0282,No,2012-11-19 00:00:00,107,2012-11-26 00:00:00,0.0257,Deformed R2,2013-01-25 00:00:00,174,2013-02-01 00:00:00,0.0275,No,,,,,,,,
6,6,16,2012-08-01 00:00:00,0.0149,No,2012-08-18 00:00:00,14,2012-08-25 00:00:00,0.0203,No,2012-11-08 00:00:00,96,2012-11-15 00:00:00,0.013,RR1,,,,,,,,,,,,,,,,2012-11-16 00:00:00,104,
6,6,17,2012-08-01 00:00:00,0.0172,No,2012-08-15 00:00:00,11,2012-08-22 00:00:00,0.0252,No,2012-09-14 00:00:00,41,2012-09-21 00:00:00,0.0236,No,2012-11-25 00:00:00,113,2012-12-02 00:00:00,0.0206,RL1,,,,,,,,,,,2012-12-12 00:00:00,130,
6,6,18,2012-08-01 00:00:00,0.0186,No,2012-08-16 00:00:00,12,2012-08-23 00:00:00,0.0238,No,2012-09-19 00:00:00,46,2012-09-26 00:00:00,0.0216,No,,,,,,,,,,,,,,,,2012-09-27 00:00:00,54,
6,6,19,2012-08-01 00:00:00,0.0228,No,2012-08-11 00:00:00,7,2012-08-18 00:00:00,0.0329,No,2012-09-09 00:00:00,36,2012-09-16 00:00:00,0.039,No,,,,,,,,,,,,,,,,2012-10-31 00:00:00,88,
6,6,20,2012-08-01 00:00:00,0.0212,RL2,2012-08-10 00:00:00,6,2012-08-17 00:00:00,0.0333,No,2012-09-05 00:00:00,32,2012-09-12 00:00:00,0.0331,RL1,,,,,,,,,,,,,,,,2012-10-22 00:00:00,79,10/13/12 (Day 70)-10/15/12 (Day 72)- Crab attempting to molt. 10/16/12 (Day 73)-10/21/12 (Day21)- Crab still attempting to molt but ABD. 10/22/12- Died while attempting to molt-L.J.H.
