Date,Exp. Day,Tub ,pH,Temp Co
2012-09-17 00:00:00,44,1,8,10.8
2012-09-17 00:00:00,44,1,8,10.8
2012-09-18 00:00:00,45,1,7.99,10.8
2012-09-18 00:00:00,45,1,7.98,10.8
2012-09-18 00:00:00,45,1,7.98,10.7
2012-09-19 00:00:00,46,1,7.97,10.7
2012-09-19 00:00:00,46,1,7.97,10.7
2012-09-19 00:00:00,46,1,7.97,10.7
2012-09-20 00:00:00,47,1,7.96,10.5
2012-09-20 00:00:00,47,1,7.96,10.5
2012-09-20 00:00:00,47,1,7.96,10.5
2012-09-21 00:00:00,48,1,7.96,10.4
2012-09-21 00:00:00,48,1,7.96,10.4
2012-09-21 00:00:00,48,1,7.96,10.4
2012-09-22 00:00:00,49,1,7.94,10.5
2012-09-22 00:00:00,49,1,7.93,10.5
2012-09-22 00:00:00,49,1,7.94,10.5
2012-09-23 00:00:00,50,1,7.94,10.4
2012-09-23 00:00:00,50,1,7.93,10.5
2012-09-23 00:00:00,50,1,7.93,10.5
2012-09-24 00:00:00,51,1,7.96,10.4
2012-09-24 00:00:00,51,1,7.95,10.4
2012-09-24 00:00:00,51,1,7.96,10.4
2012-09-25 00:00:00,52,1,7.93,10.5
2012-09-25 00:00:00,52,1,7.93,10.4
2012-09-25 00:00:00,52,1,7.93,10.4
2012-09-26 00:00:00,53,1,7.91,10.4
2012-09-26 00:00:00,53,1,7.92,10.4
2012-09-26 00:00:00,53,1,7.92,10.4
2012-09-27 00:00:00,54,1,7.98,10.2
2012-09-27 00:00:00,54,1,7.98,10.2
2012-09-27 00:00:00,54,1,7.97,10.2
2012-09-28 00:00:00,55,1,7.99,10
2012-09-28 00:00:00,55,1,7.99,10
2012-09-28 00:00:00,55,1,7.99,10
2012-09-29 00:00:00,56,1,7.97,9.7
2012-09-29 00:00:00,56,1,7.97,9.7
2012-09-29 00:00:00,56,1,7.97,9.7
2012-09-30 00:00:00,57,1,7.89,9.7
2012-09-30 00:00:00,57,1,7.98,9.8
2012-09-30 00:00:00,57,1,7.98,9.8
2012-10-01 00:00:00,58,1,7.99,9.6
2012-10-01 00:00:00,58,1,7.99,9.6
2012-10-01 00:00:00,58,1,7.99,9.6
2012-10-02 00:00:00,59,1,8.04,9.7
2012-10-02 00:00:00,59,1,8.02,9.7
2012-10-02 00:00:00,59,1,8.02,9.7
2012-10-03 00:00:00,60,1,7.99,9.9
2012-10-03 00:00:00,60,1,7.99,9.9
2012-10-03 00:00:00,60,1,7.99,9.9
2012-10-04 00:00:00,61,1,7.98,9.8
2012-10-04 00:00:00,61,1,7.98,9.9
2012-10-04 00:00:00,61,1,7.98,9.9
2012-10-05 00:00:00,62,1,7.96,9.7
2012-10-05 00:00:00,62,1,7.96,9.7
2012-10-05 00:00:00,62,1,7.96,9.7
2012-10-06 00:00:00,63,1,,
2012-10-06 00:00:00,63,1,7.95,9.7
2012-10-06 00:00:00,63,1,7.95,9.7
2012-10-07 00:00:00,64,1,7.95,9.8
2012-10-07 00:00:00,64,1,7.95,9.8
2012-10-07 00:00:00,64,1,7.95,9.8
2012-10-08 00:00:00,65,1,7.93,9.5
2012-10-08 00:00:00,65,1,7.93,9.5
2012-10-08 00:00:00,65,1,7.92,9.6
2012-10-09 00:00:00,66,1,7.95,9.5
2012-10-09 00:00:00,66,1,7.95,9.5
2012-10-09 00:00:00,66,1,7.95,9.5
2012-10-10 00:00:00,67,1,7.96,9.7
2012-10-10 00:00:00,67,1,7.96,9.7
2012-10-10 00:00:00,67,1,7.95,9.6
2012-10-11 00:00:00,68,1,7.97,9.5
2012-10-11 00:00:00,68,1,7.97,9.5
2012-10-11 00:00:00,68,1,7.97,9.5
2012-10-12 00:00:00,69,1,7.97,9.5
2012-10-12 00:00:00,69,1,7.96,9.5
2012-10-12 00:00:00,69,1,7.97,9.5
2012-10-13 00:00:00,70,1,7.97,10
2012-10-13 00:00:00,70,1,7.96,10
2012-10-13 00:00:00,70,1,7.96,10
2012-10-14 00:00:00,71,1,7.95,9.8
2012-10-14 00:00:00,71,1,7.96,9.8
2012-10-14 00:00:00,71,1,7.96,9.8
2012-10-15 00:00:00,72,1,8,9.6
