Tub #,Date,Salinity ppt,Comments
6,2012-10-10 00:00:00,31.7,
1,2012-10-11 00:00:00,31.6,
2,2012-10-11 00:00:00,31.8,
3,2012-10-11 00:00:00,31.8,
4,2012-10-11 00:00:00,31.7,
5,2012-10-11 00:00:00,31.7,
6,2012-10-11 00:00:00,31.6,
1,2012-10-12 00:00:00,31.7,
2,2012-10-12 00:00:00,31.6,
3,2012-10-12 00:00:00,31.7,
4,2012-10-12 00:00:00,31.7,
5,2012-10-12 00:00:00,31.7,
6,2012-10-12 00:00:00,31.7,
1,2012-10-13 00:00:00,32,
2,2012-10-13 00:00:00,31.7,
3,2012-10-13 00:00:00,31.6,
4,2012-10-13 00:00:00,31.7,
5,2012-10-13 00:00:00,31.5,
6,2012-10-13 00:00:00,31.8,
1,2012-10-14 00:00:00,31.5,
2,2012-10-14 00:00:00,31.5,
3,2012-10-14 00:00:00,31.6,
4,2012-10-14 00:00:00,31.5,
5,2012-10-14 00:00:00,31.9,
6,2012-10-14 00:00:00,31.8,
1,2012-10-15 00:00:00,31.4,
2,2012-10-15 00:00:00,31.6,
3,2012-10-15 00:00:00,31.6,
4,2012-10-15 00:00:00,31.5,
5,2012-10-15 00:00:00,31.7,
6,2012-10-15 00:00:00,31,
1,2012-10-16 00:00:00,31.5,
2,2012-10-16 00:00:00,31.8,
3,2012-10-16 00:00:00,31.6,
4,2012-10-16 00:00:00,31.6,
5,2012-10-16 00:00:00,31.6,
6,2012-10-16 00:00:00,31.5,
1,2012-10-17 00:00:00,31.4,
2,2012-10-17 00:00:00,31.8,
3,2012-10-17 00:00:00,31.6,
4,2012-10-17 00:00:00,31.6,
5,2012-10-17 00:00:00,31.6,
6,2012-10-17 00:00:00,31.4,
1,2012-10-18 00:00:00,31.5,
2,2012-10-18 00:00:00,32,
3,2012-10-18 00:00:00,31.6,
4,2012-10-18 00:00:00,31.8,
5,2012-10-18 00:00:00,31.7,
6,2012-10-18 00:00:00,31.2,
1,2012-10-19 00:00:00,31.5,
2,2012-10-19 00:00:00,31.8,
3,2012-10-19 00:00:00,31.6,
4,2012-10-19 00:00:00,31.6,
5,2012-10-19 00:00:00,31.7,
6,2012-10-19 00:00:00,31.5,
1,2012-10-20 00:00:00,32.1,
2,2012-10-20 00:00:00,32.1,
3,2012-10-20 00:00:00,31.9,
4,2012-10-20 00:00:00,31.8,
5,2012-10-20 00:00:00,31.7,
6,2012-10-20 00:00:00,32,
1,2012-10-21 00:00:00,31.4,
2,2012-10-21 00:00:00,31.8,
3,2012-10-21 00:00:00,31.9,
4,2012-10-21 00:00:00,31.6,
5,2012-10-21 00:00:00,31.7,
6,2012-10-21 00:00:00,31.9,
1,2012-10-22 00:00:00,31.6,
2,2012-10-22 00:00:00,31.7,
3,2012-10-22 00:00:00,31.9,
4,2012-10-22 00:00:00,31.8,
5,2012-10-22 00:00:00,31.8,
6,2012-10-22 00:00:00,31.5,
1,2012-10-23 00:00:00,31.6,
2,2012-10-23 00:00:00,31.8,
3,2012-10-23 00:00:00,31.7,
4,2012-10-23 00:00:00,31.8,
5,2012-10-23 00:00:00,31.9,
6,2012-10-23 00:00:00,31.3,
1,2012-10-24 00:00:00,31.8,
2,2012-10-24 00:00:00,31.3,
3,2012-10-24 00:00:00,31.8,
4,2012-10-24 00:00:00,31.6,
5,2012-10-24 00:00:00,31.9,
6,2012-10-24 00:00:00,31.2,
1,2012-10-25 00:00:00,31.6,
2,2012-10-25 00:00:00,31.6,
3,2012-10-25 00:00:00,31.7,
4,2012-10-25 00:00:00,31.7,
5,2012-10-25 00:00:00,31.7,
6,2012-10-25 00:00:00,31.4,
1,2012-10-26 00:00:00,31.5,
2,2012-10-26 00:00:00,31.8,
3,2012-10-26 00:00:00,31.8,
4,2012-10-26 00:00:00,31.7,
5,2012-10-26 00:00:00,31.8,
6,2012-10-26 00:00:00,31.5,
1,2012-10-27 00:00:00,31.4,
2,2012-10-27 00:00:00,31.8,
3,2012-10-27 00:00:00,31.6,
4,2012-10-27 00:00:00,31,
5,2012-10-27 00:00:00,32.1,
6,2012-10-27 00:00:00,31.7,
1,2012-10-28 00:00:00,31.3,
2,2012-10-28 00:00:00,31.4,
3,2012-10-28 00:00:00,31.6,
4,2012-10-28 00:00:00,31.4,
5,2012-10-28 00:00:00,31.6,
6,2012-10-28 00:00:00,31.5,
1,2012-10-29 00:00:00,31.5,
2,2012-10-29 00:00:00,31.5,
3,2012-10-29 00:00:00,31.4,
4,2012-10-29 00:00:00,31.3,
5,2012-10-29 00:00:00,31.5,
6,2012-10-29 00:00:00,31.6,
1,2012-10-30 00:00:00,31.2,
2,2012-10-30 00:00:00,31.4,
3,2012-10-30 00:00:00,31.4,
4,2012-10-30 00:00:00,31.3,
5,2012-10-30 00:00:00,31.2,
6,2012-10-30 00:00:00,31.4,
1,2012-10-31 00:00:00,31.2,
2,2012-10-31 00:00:00,31.3,
3,2012-10-31 00:00:00,31.5,
4,2012-10-31 00:00:00,31.2,
5,2012-10-31 00:00:00,31.4,
6,2012-10-31 00:00:00,31.3,
1,2012-11-01 00:00:00,31.2,
2,2012-11-01 00:00:00,31.4,
3,2012-11-01 00:00:00,31.4,
4,2012-11-01 00:00:00,31.3,
5,2012-11-01 00:00:00,31.4,
6,2012-11-01 00:00:00,31,
1,2012-11-02 00:00:00,31.1,
2,2012-11-02 00:00:00,31.4,
3,2012-11-02 00:00:00,31.3,
4,2012-11-02 00:00:00,31.2,
5,2012-11-02 00:00:00,31.3,
6,2012-11-02 00:00:00,31,
1,2012-11-03 00:00:00,31.3,
2,2012-11-03 00:00:00,31.9,
3,2012-11-03 00:00:00,31.2,
4,2012-11-03 00:00:00,31.2,
5,2012-11-03 00:00:00,31.3,
6,2012-11-03 00:00:00,31.3,
1,2012-11-04 00:00:00,30.4,
2,2012-11-04 00:00:00,31.3,
3,2012-11-04 00:00:00,31,
4,2012-11-04 00:00:00,30.6,
5,2012-11-04 00:00:00,31,
6,2012-11-04 00:00:00,31.2,
1,2012-11-05 00:00:00,31.1,
2,2012-11-05 00:00:00,31.2,
3,2012-11-05 00:00:00,31.2,
4,2012-11-05 00:00:00,31.1,
5,2012-11-05 00:00:00,31.3,
6,2012-11-05 00:00:00,31.1,
1,2012-11-06 00:00:00,31,
2,2012-11-06 00:00:00,31,
3,2012-11-06 00:00:00,31.2,
4,2012-11-06 00:00:00,31.1,
5,2012-11-06 00:00:00,31.2,
6,2012-11-06 00:00:00,31,
1,2012-11-07 00:00:00,31,
2,2012-11-07 00:00:00,31.2,
3,2012-11-07 00:00:00,31.1,
4,2012-11-07 00:00:00,31.1,
5,2012-11-07 00:00:00,31.2,
6,2012-11-07 00:00:00,31,
1,2012-11-08 00:00:00,31.1,
2,2012-11-08 00:00:00,31.2,
3,2012-11-08 00:00:00,31.1,
4,2012-11-08 00:00:00,31.1,
5,2012-11-08 00:00:00,31.2,
6,2012-11-08 00:00:00,31,
1,2012-11-09 00:00:00,31.1,
2,2012-11-09 00:00:00,31.2,
3,2012-11-09 00:00:00,31.1,
4,2012-11-09 00:00:00,31,
5,2012-11-09 00:00:00,31.2,
6,2012-11-09 00:00:00,31,
1,2012-11-10 00:00:00,31.3,
2,2012-11-10 00:00:00,31.3,
3,2012-11-10 00:00:00,31,
4,2012-11-10 00:00:00,31.2,
5,2012-11-10 00:00:00,31.3,
6,2012-11-10 00:00:00,31.3,
1,2012-11-11 00:00:00,31.3,
2,2012-11-11 00:00:00,31.3,
3,2012-11-11 00:00:00,31.3,
4,2012-11-11 00:00:00,31.3,
5,2012-11-11 00:00:00,31.3,
6,2012-11-11 00:00:00,31.4,
1,2012-11-12 00:00:00,30.8,
2,2012-11-12 00:00:00,31.2,
3,2012-11-12 00:00:00,31.2,
4,2012-11-12 00:00:00,31.2,
5,2012-11-12 00:00:00,31.3,
6,2012-11-12 00:00:00,31.3,
1,2012-11-13 00:00:00,31.3,
2,2012-11-13 00:00:00,31.4,
3,2012-11-13 00:00:00,31.4,
4,2012-11-13 00:00:00,31.2,
5,2012-11-13 00:00:00,31.6,
6,2012-11-13 00:00:00,31.2,
1,2012-11-14 00:00:00,31.2,
2,2012-11-14 00:00:00,31.3,
3,2012-11-14 00:00:00,31.4,
4,2012-11-14 00:00:00,31.4,
5,2012-11-14 00:00:00,31.5,
6,2012-11-14 00:00:00,31,
1,2012-11-15 00:00:00,31.3,
2,2012-11-15 00:00:00,31.5,
3,2012-11-15 00:00:00,31.5,
4,2012-11-15 00:00:00,31.4,
5,2012-11-15 00:00:00,31.3,
6,2012-11-15 00:00:00,31.6,
1,2012-11-16 00:00:00,31.4,
2,2012-11-16 00:00:00,31.5,
3,2012-11-16 00:00:00,31.6,
4,2012-11-16 00:00:00,31.5,
5,2012-11-16 00:00:00,31.6,
6,2012-11-16 00:00:00,31.4,
1,2012-11-17 00:00:00,31.2,
2,2012-11-17 00:00:00,31.8,
3,2012-11-17 00:00:00,31.7,
4,2012-11-17 00:00:00,31.8,
5,2012-11-17 00:00:00,31.9,
6,2012-11-17 00:00:00,31.7,
1,2012-11-18 00:00:00,31.4,
2,2012-11-18 00:00:00,31.7,
3,2012-11-18 00:00:00,31.7,
4,2012-11-18 00:00:00,31.6,
5,2012-11-18 00:00:00,31.7,
6,2012-11-18 00:00:00,31.7,
1,2012-11-19 00:00:00,31.5,
2,2012-11-19 00:00:00,31.7,
3,2012-11-19 00:00:00,31.6,
4,2012-11-19 00:00:00,31.7,
5,2012-11-19 00:00:00,31.7,
6,2012-11-19 00:00:00,31.6,
1,2012-11-20 00:00:00,31.5,
2,2012-11-20 00:00:00,31.8,
3,2012-11-20 00:00:00,31.7,
4,2012-11-20 00:00:00,31.7,
5,2012-11-20 00:00:00,31.6,
6,2012-11-20 00:00:00,31.8,
1,2012-11-21 00:00:00,31.6,
2,2012-11-21 00:00:00,31.8,
3,2012-11-21 00:00:00,31.7,
4,2012-11-21 00:00:00,31.7,
5,2012-11-21 00:00:00,31.7,
6,2012-11-21 00:00:00,31.4,
1,2012-11-22 00:00:00,31.5,
2,2012-11-22 00:00:00,31.8,
3,2012-11-22 00:00:00,31.8,
4,2012-11-22 00:00:00,31.8,
5,2012-11-22 00:00:00,31.9,
6,2012-11-22 00:00:00,31.8,
1,2012-11-23 00:00:00,31.4,
2,2012-11-23 00:00:00,31.8,
3,2012-11-23 00:00:00,31.8,
4,2012-11-23 00:00:00,31.8,
5,2012-11-23 00:00:00,31.8,
6,2012-11-23 00:00:00,31.6,
1,2012-11-24 00:00:00,31.5,
2,2012-11-24 00:00:00,32,
3,2012-11-24 00:00:00,31.5,
4,2012-11-24 00:00:00,31.9,
5,2012-11-24 00:00:00,32,
6,2012-11-24 00:00:00,31.6,
1,2012-11-25 00:00:00,31.7,
2,2012-11-25 00:00:00,32,
3,2012-11-25 00:00:00,31.7,
4,2012-11-25 00:00:00,31.8,
5,2012-11-25 00:00:00,31.9,
6,2012-11-25 00:00:00,32,
1,2012-11-26 00:00:00,31.7,
2,2012-11-26 00:00:00,31.8,
3,2012-11-26 00:00:00,31.8,
4,2012-11-26 00:00:00,31.9,
5,2012-11-26 00:00:00,31.8,
6,2012-11-26 00:00:00,31.6,
1,2012-11-27 00:00:00,32,
2,2012-11-27 00:00:00,31.8,
3,2012-11-27 00:00:00,31.8,
4,2012-11-27 00:00:00,31.9,
5,2012-11-27 00:00:00,32,
6,2012-11-27 00:00:00,31.8,
1,2012-11-28 00:00:00,31.6,
2,2012-11-28 00:00:00,31.8,
3,2012-11-28 00:00:00,31.7,
4,2012-11-28 00:00:00,31.9,
5,2012-11-28 00:00:00,31.7,
6,2012-11-28 00:00:00,31.6,
1,2012-11-29 00:00:00,31.8,
2,2012-11-29 00:00:00,31.9,
3,2012-11-29 00:00:00,31.7,
4,2012-11-29 00:00:00,31.9,
5,2012-11-29 00:00:00,31.9,
6,2012-11-29 00:00:00,31.7,
1,2012-11-30 00:00:00,31.7,
2,2012-11-30 00:00:00,31.9,
3,2012-11-30 00:00:00,31.9,
4,2012-11-30 00:00:00,31.9,
5,2012-11-30 00:00:00,31.9,
6,2012-11-30 00:00:00,31.8,
1,2012-12-01 00:00:00,32.3,
2,2012-12-01 00:00:00,32,
3,2012-12-01 00:00:00,32.1,
4,2012-12-01 00:00:00,32,
5,2012-12-01 00:00:00,32,
6,2012-12-01 00:00:00,32.2,
1,2012-12-02 00:00:00,30.3,
2,2012-12-02 00:00:00,32,
3,2012-12-02 00:00:00,31.6,
4,2012-12-02 00:00:00,30.2,
5,2012-12-02 00:00:00,30.4,
6,2012-12-02 00:00:00,32,
1,2012-12-03 00:00:00,31.9,
2,2012-12-03 00:00:00,32,
3,2012-12-03 00:00:00,32.1,
4,2012-12-03 00:00:00,32.1,
5,2012-12-03 00:00:00,32.1,
6,2012-12-03 00:00:00,31.9,
1,2012-12-04 00:00:00,31.8,
2,2012-12-04 00:00:00,32.1,
3,2012-12-04 00:00:00,32,
4,2012-12-04 00:00:00,32.1,
5,2012-12-04 00:00:00,32.1,
6,2012-12-04 00:00:00,31.8,
1,2012-12-05 00:00:00,31.9,
2,2012-12-05 00:00:00,32.1,
3,2012-12-05 00:00:00,32,
4,2012-12-05 00:00:00,31.8,
5,2012-12-05 00:00:00,31.9,
6,2012-12-05 00:00:00,32.1,
1,2012-12-06 00:00:00,31.9,
2,2012-12-06 00:00:00,32.1,
3,2012-12-06 00:00:00,32,
4,2012-12-06 00:00:00,31.9,
5,2012-12-06 00:00:00,32.1,
6,2012-12-06 00:00:00,31.9,
1,2012-12-07 00:00:00,31.8,
2,2012-12-07 00:00:00,31.9,
3,2012-12-07 00:00:00,32,
4,2012-12-07 00:00:00,32.1,
5,2012-12-07 00:00:00,32.1,
6,2012-12-07 00:00:00,31.9,
1,2012-12-08 00:00:00,31.6,
2,2012-12-08 00:00:00,32.2,
3,2012-12-08 00:00:00,32.1,
4,2012-12-08 00:00:00,32.1,
5,2012-12-08 00:00:00,32.6,
6,2012-12-08 00:00:00,32.3,
1,2012-12-09 00:00:00,30.5,
2,2012-12-09 00:00:00,32.1,
3,2012-12-09 00:00:00,31.6,
4,2012-12-09 00:00:00,31.3,
5,2012-12-09 00:00:00,31.4,
6,2012-12-09 00:00:00,32.2,
1,2012-12-10 00:00:00,31.8,
2,2012-12-10 00:00:00,32.1,
3,2012-12-10 00:00:00,32.3,
4,2012-12-10 00:00:00,32.1,
5,2012-12-10 00:00:00,32.2,
6,2012-12-10 00:00:00,32,
1,2012-12-11 00:00:00,32.1,
2,2012-12-11 00:00:00,32,
3,2012-12-11 00:00:00,32,
4,2012-12-11 00:00:00,32,
5,2012-12-11 00:00:00,32.2,
6,2012-12-11 00:00:00,32.3,
1,2012-12-12 00:00:00,32,
2,2012-12-12 00:00:00,32.2,
3,2012-12-12 00:00:00,32.2,
4,2012-12-12 00:00:00,32.1,
5,2012-12-12 00:00:00,32.2,
6,2012-12-12 00:00:00,32.3,
1,2012-12-13 00:00:00,31.9,
2,2012-12-13 00:00:00,32.4,
3,2012-12-13 00:00:00,32.3,
4,2012-12-13 00:00:00,32.1,
5,2012-12-13 00:00:00,32.3,
6,2012-12-13 00:00:00,32.4,
1,2012-12-14 00:00:00,32.2,
2,2012-12-14 00:00:00,32.6,
3,2012-12-14 00:00:00,32.3,
4,2012-12-14 00:00:00,32.2,
5,2012-12-14 00:00:00,32.3,
6,2012-12-14 00:00:00,32.5,
1,2012-12-15 00:00:00,32,
2,2012-12-15 00:00:00,32.2,
3,2012-12-15 00:00:00,32.4,
4,2012-12-15 00:00:00,32.3,
5,2012-12-15 00:00:00,32.6,
6,2012-12-15 00:00:00,32.5,
1,2012-12-16 00:00:00,32.1,
2,2012-12-16 00:00:00,32.3,
3,2012-12-16 00:00:00,31.6,
4,2012-12-16 00:00:00,31.9,
5,2012-12-16 00:00:00,32.5,
6,2012-12-16 00:00:00,32.5,
1,2012-12-17 00:00:00,32.1,
2,2012-12-17 00:00:00,32.4,
3,2012-12-17 00:00:00,32.3,
4,2012-12-17 00:00:00,32.1,
5,2012-12-17 00:00:00,32.3,
6,2012-12-17 00:00:00,32.4,
1,2012-12-18 00:00:00,31.8,
2,2012-12-18 00:00:00,32.2,
3,2012-12-18 00:00:00,32.1,
4,2012-12-18 00:00:00,31.6,
5,2012-12-18 00:00:00,32.1,
6,2012-12-18 00:00:00,32.2,
1,2012-12-19 00:00:00,32.2,
2,2012-12-19 00:00:00,32.4,
3,2012-12-19 00:00:00,32.2,
4,2012-12-19 00:00:00,32,
5,2012-12-19 00:00:00,32.3,
6,2012-12-19 00:00:00,32.4,
1,2012-12-20 00:00:00,31.6,
2,2012-12-20 00:00:00,32.3,
3,2012-12-20 00:00:00,32.4,
4,2012-12-20 00:00:00,32.1,
5,2012-12-20 00:00:00,32.2,
6,2012-12-20 00:00:00,32.3,
1,2012-12-21 00:00:00,31.8,
2,2012-12-21 00:00:00,32.3,
3,2012-12-21 00:00:00,32.2,
4,2012-12-21 00:00:00,31.8,
5,2012-12-21 00:00:00,32.2,
6,2012-12-21 00:00:00,32.3,
1,2012-12-22 00:00:00,32.5,
2,2012-12-22 00:00:00,32.6,
3,2012-12-22 00:00:00,32.6,
4,2012-12-22 00:00:00,32.6,
5,2012-12-22 00:00:00,32.6,
6,2012-12-22 00:00:00,32.5,
1,2012-12-23 00:00:00,32.5,
2,2012-12-23 00:00:00,32.4,
3,2012-12-23 00:00:00,32.4,
4,2012-12-23 00:00:00,32.3,
5,2012-12-23 00:00:00,32.6,
6,2012-12-23 00:00:00,32.4,
1,2012-12-24 00:00:00,32.4,
2,2012-12-24 00:00:00,32.5,
3,2012-12-24 00:00:00,32.4,
4,2012-12-24 00:00:00,32.5,
5,2012-12-24 00:00:00,32.5,
6,2012-12-24 00:00:00,31.7,
1,2012-12-25 00:00:00,32.3,
2,2012-12-25 00:00:00,32.5,
3,2012-12-25 00:00:00,32.5,
4,2012-12-25 00:00:00,32.4,
5,2012-12-25 00:00:00,32.4,
6,2012-12-25 00:00:00,32.5,
1,2012-12-26 00:00:00,32,
2,2012-12-26 00:00:00,32.5,
3,2012-12-26 00:00:00,32.4,
4,2012-12-26 00:00:00,32.2,
5,2012-12-26 00:00:00,32.4,
6,2012-12-26 00:00:00,32.4,
1,2012-12-27 00:00:00,32.3,
2,2012-12-27 00:00:00,32.5,
3,2012-12-27 00:00:00,32.4,
4,2012-12-27 00:00:00,32.3,
5,2012-12-27 00:00:00,32.6,
6,2012-12-27 00:00:00,32.5,
1,2012-12-28 00:00:00,32,
2,2012-12-28 00:00:00,32.5,
3,2012-12-28 00:00:00,32.3,
4,2012-12-28 00:00:00,32.1,
5,2012-12-28 00:00:00,32.3,
6,2012-12-28 00:00:00,32.4,
1,2012-12-29 00:00:00,32.8,
2,2012-12-29 00:00:00,32.2,
3,2012-12-29 00:00:00,32.4,
4,2012-12-29 00:00:00,32,
5,2012-12-29 00:00:00,32.3,
6,2012-12-29 00:00:00,32.1,
1,2012-12-30 00:00:00,32,
2,2012-12-30 00:00:00,32.1,
3,2012-12-30 00:00:00,32,
4,2012-12-30 00:00:00,31.9,
5,2012-12-30 00:00:00,32,
6,2012-12-30 00:00:00,32.2,
1,2012-12-31 00:00:00,31.6,
2,2012-12-31 00:00:00,32.1,
3,2012-12-31 00:00:00,32,
4,2012-12-31 00:00:00,31.8,
5,2012-12-31 00:00:00,32,
6,2012-12-31 00:00:00,32.1,
1,2013-01-01 00:00:00,31.8,
2,2013-01-01 00:00:00,32.1,
3,2013-01-01 00:00:00,32.2,
4,2013-01-01 00:00:00,31.9,
5,2013-01-01 00:00:00,32,
6,2013-01-01 00:00:00,32,
1,2013-01-02 00:00:00,31.9,
2,2013-01-02 00:00:00,32.1,
3,2013-01-02 00:00:00,32,
4,2013-01-02 00:00:00,31.9,
5,2013-01-02 00:00:00,32.1,
6,2013-01-02 00:00:00,32.1,
1,2013-01-03 00:00:00,31.6,
2,2013-01-03 00:00:00,32,
3,2013-01-03 00:00:00,31.9,
4,2013-01-03 00:00:00,31.7,
5,2013-01-03 00:00:00,31.9,
6,2013-01-03 00:00:00,32,
1,2013-01-04 00:00:00,31.5,
2,2013-01-04 00:00:00,31.9,
3,2013-01-04 00:00:00,31.9,
4,2013-01-04 00:00:00,31.8,
5,2013-01-04 00:00:00,31.9,
6,2013-01-04 00:00:00,31.9,
1,2013-01-05 00:00:00,32.2,
2,2013-01-05 00:00:00,32.1,
3,2013-01-05 00:00:00,32.1,
4,2013-01-05 00:00:00,32.2,
5,2013-01-05 00:00:00,32,
6,2013-01-05 00:00:00,32.1,
1,2013-01-06 00:00:00,31.9,
2,2013-01-06 00:00:00,32.1,
3,2013-01-06 00:00:00,32,
4,2013-01-06 00:00:00,31.6,
5,2013-01-06 00:00:00,32,
6,2013-01-06 00:00:00,32.2,
1,2013-01-07 00:00:00,31.7,
2,2013-01-07 00:00:00,32,
3,2013-01-07 00:00:00,32,
4,2013-01-07 00:00:00,31.8,
5,2013-01-07 00:00:00,32,
6,2013-01-07 00:00:00,32.1,
1,2013-01-08 00:00:00,31.6,
2,2013-01-08 00:00:00,32,
3,2013-01-08 00:00:00,31.9,
4,2013-01-08 00:00:00,31.8,
5,2013-01-08 00:00:00,31.9,
6,2013-01-08 00:00:00,32,
1,2013-01-09 00:00:00,31.7,
2,2013-01-09 00:00:00,32.2,
3,2013-01-09 00:00:00,32.1,
4,2013-01-09 00:00:00,31.8,
5,2013-01-09 00:00:00,32.1,
6,2013-01-09 00:00:00,32.1,
1,2013-01-10 00:00:00,31.6,
2,2013-01-10 00:00:00,32.2,
3,2013-01-10 00:00:00,32.1,
4,2013-01-10 00:00:00,31.7,
5,2013-01-10 00:00:00,32,
6,2013-01-10 00:00:00,32.1,
1,2013-01-11 00:00:00,31.6,
2,2013-01-11 00:00:00,32.1,
3,2013-01-11 00:00:00,32,
4,2013-01-11 00:00:00,31.7,
5,2013-01-11 00:00:00,32,
6,2013-01-11 00:00:00,32.1,
1,2013-01-12 00:00:00,32.2,
2,2013-01-12 00:00:00,32.2,
3,2013-01-12 00:00:00,32.3,
4,2013-01-12 00:00:00,32,
5,2013-01-12 00:00:00,32.1,
6,2013-01-12 00:00:00,32.2,
1,2013-01-13 00:00:00,31.7,
2,2013-01-13 00:00:00,32.2,
3,2013-01-13 00:00:00,32,
4,2013-01-13 00:00:00,31.8,
5,2013-01-13 00:00:00,32.1,
6,2013-01-13 00:00:00,32.1,
1,2013-01-14 00:00:00,31.6,
2,2013-01-14 00:00:00,32.2,
3,2013-01-14 00:00:00,32.1,
4,2013-01-14 00:00:00,31.9,
5,2013-01-14 00:00:00,32,
6,2013-01-14 00:00:00,32.2,
1,2013-01-15 00:00:00,31.5,
2,2013-01-15 00:00:00,32.2,
3,2013-01-15 00:00:00,32,
4,2013-01-15 00:00:00,31.7,
5,2013-01-15 00:00:00,32,
6,2013-01-15 00:00:00,32.2,
1,2013-01-16 00:00:00,31.8,
2,2013-01-16 00:00:00,32.3,
3,2013-01-16 00:00:00,32.1,
4,2013-01-16 00:00:00,31.9,
5,2013-01-16 00:00:00,32.1,
6,2013-01-16 00:00:00,32.3,
1,2013-01-17 00:00:00,31.7,
2,2013-01-17 00:00:00,32.3,
3,2013-01-17 00:00:00,32.1,
4,2013-01-17 00:00:00,31.9,
5,2013-01-17 00:00:00,32.2,
6,2013-01-17 00:00:00,32.4,
1,2013-01-18 00:00:00,31.6,
2,2013-01-18 00:00:00,32.3,
3,2013-01-18 00:00:00,32.1,
4,2013-01-18 00:00:00,31.8,
5,2013-01-18 00:00:00,32.1,
6,2013-01-18 00:00:00,32.3,
1,2013-01-19 00:00:00,31.8,
2,2013-01-19 00:00:00,32.3,
3,2013-01-19 00:00:00,31.8,
4,2013-01-19 00:00:00,32.2,
5,2013-01-19 00:00:00,32.3,
6,2013-01-19 00:00:00,32.4,
1,2013-01-20 00:00:00,32,
2,2013-01-20 00:00:00,32.2,
3,2013-01-20 00:00:00,32.1,
4,2013-01-20 00:00:00,31.6,
5,2013-01-20 00:00:00,32.1,
6,2013-01-20 00:00:00,32.2,
1,2013-01-21 00:00:00,31.2,
2,2013-01-21 00:00:00,32.3,
3,2013-01-21 00:00:00,32.2,
4,2013-01-21 00:00:00,32.3,
5,2013-01-21 00:00:00,31.3,
6,2013-01-21 00:00:00,32.3,
1,2013-01-22 00:00:00,31.5,
2,2013-01-22 00:00:00,32.1,
3,2013-01-22 00:00:00,32.1,
4,2013-01-22 00:00:00,31.8,
5,2013-01-22 00:00:00,32.1,
6,2013-01-22 00:00:00,32.1,
1,2013-01-23 00:00:00,31.6,
2,2013-01-23 00:00:00,32,
3,2013-01-23 00:00:00,32.1,
4,2013-01-23 00:00:00,31.9,
5,2013-01-23 00:00:00,32.1,
6,2013-01-23 00:00:00,32.2,
1,2013-01-24 00:00:00,31.5,
2,2013-01-24 00:00:00,32.2,
3,2013-01-24 00:00:00,32.2,
4,2013-01-24 00:00:00,31.9,
5,2013-01-24 00:00:00,32.1,
6,2013-01-24 00:00:00,32.2,
1,2013-01-25 00:00:00,31.6,
2,2013-01-25 00:00:00,32.1,
3,2013-01-25 00:00:00,32.1,
4,2013-01-25 00:00:00,31.9,
5,2013-01-25 00:00:00,32.1,
6,2013-01-25 00:00:00,32.2,
1,2013-01-26 00:00:00,32.1,
2,2013-01-26 00:00:00,32.1,
3,2013-01-26 00:00:00,32.1,
4,2013-01-26 00:00:00,32,
5,2013-01-26 00:00:00,31.6,
6,2013-01-26 00:00:00,32.2,
1,2013-01-27 00:00:00,31.3,
2,2013-01-27 00:00:00,32.1,
3,2013-01-27 00:00:00,32,
4,2013-01-27 00:00:00,31.9,
5,2013-01-27 00:00:00,32,
6,2013-01-27 00:00:00,32.2,
1,2013-01-28 00:00:00,32.1,
2,2013-01-28 00:00:00,32.3,
3,2013-01-28 00:00:00,32.3,
4,2013-01-28 00:00:00,32.3,
5,2013-01-28 00:00:00,32.3,
6,2013-01-28 00:00:00,32.4,
1,2013-01-29 00:00:00,31.8,
2,2013-01-29 00:00:00,32.2,
3,2013-01-29 00:00:00,32.1,
4,2013-01-29 00:00:00,31.8,
5,2013-01-29 00:00:00,32.1,
6,2013-01-29 00:00:00,32.2,
1,2013-01-30 00:00:00,31.7,
2,2013-01-30 00:00:00,32.2,
3,2013-01-30 00:00:00,32.1,
4,2013-01-30 00:00:00,31.8,
5,2013-01-30 00:00:00,32,
6,2013-01-30 00:00:00,32.2,
1,2013-01-31 00:00:00,31.5,
2,2013-01-31 00:00:00,32.1,
3,2013-01-31 00:00:00,31.9,
4,2013-01-31 00:00:00,31.8,
5,2013-01-31 00:00:00,32,
6,2013-01-31 00:00:00,32.2,
1,2013-02-01 00:00:00,31.6,
2,2013-02-01 00:00:00,32.1,
3,2013-02-01 00:00:00,32,
4,2013-02-01 00:00:00,31.7,
5,2013-02-01 00:00:00,32,
6,2013-02-01 00:00:00,32.2,
1,2013-02-02 00:00:00,32.1,
2,2013-02-02 00:00:00,31.8,
3,2013-02-02 00:00:00,32.1,
4,2013-02-02 00:00:00,32.1,
5,2013-02-02 00:00:00,32.2,
6,2013-02-02 00:00:00,32.3,
1,2013-02-03 00:00:00,31.8,
2,2013-02-03 00:00:00,32.1,
3,2013-02-03 00:00:00,32.1,
4,2013-02-03 00:00:00,32,
5,2013-02-03 00:00:00,32,
6,2013-02-03 00:00:00,32.2,
1,2013-02-04 00:00:00,31.9,
2,2013-02-04 00:00:00,32.1,
3,2013-02-04 00:00:00,32,
4,2013-02-04 00:00:00,31.9,
5,2013-02-04 00:00:00,32,
6,2013-02-04 00:00:00,32.2,
